,crash_id,discovery_time,fuzzer
58,bug58,18,fairfuzz-0-exid21
2112,bug2112,18,fairfuzz-0-exid21
1135,bug1135,18,fairfuzz-0-exid21
923,bug923,23,afl-0-exid21
1922,bug1922,23,afl-0-exid21
1725,bug1725,25,fairfuzz-0-exid21
704,bug704,25,fairfuzz-0-exid21
606,bug606,25,fairfuzz-0-exid21
1640,bug1640,25,fairfuzz-0-exid21
1950,bug1950,25,fairfuzz-0-exid21
959,bug959,25,fairfuzz-0-exid21
158,bug158,25,fairfuzz-0-exid21
1225,bug1225,25,fairfuzz-0-exid21
389,bug389,26,afl-0-exid21
2415,bug2415,26,afl-0-exid21
2501,bug2501,28,fairfuzz-0-exid21
480,bug480,28,fairfuzz-0-exid21
21,bug21,31,afl-0-exid21
1100,bug1100,31,afl-0-exid21
620,bug620,33,fairfuzz-0-exid21
2631,bug2631,33,fairfuzz-0-exid21
2488,bug2488,34,aflfast-0-exid21
465,bug465,34,aflfast-0-exid21
2666,bug2666,39,afl-0-exid21
662,bug662,39,afl-0-exid21
2174,bug2174,41,fairfuzz-0-exid21
127,bug127,41,fairfuzz-0-exid21
650,bug650,42,fairfuzz-0-exid21
2655,bug2655,42,fairfuzz-0-exid21
3007,bug3007,43,aflfast-0-exid21
1045,bug1045,43,aflfast-0-exid21
2025,bug2025,43,aflfast-0-exid21
2615,bug2615,47,fairfuzz-0-exid21
604,bug604,47,fairfuzz-0-exid21
2114,bug2114,52,afl-0-exid21
60,bug60,52,afl-0-exid21
131,bug131,52,afl-0-exid21
2178,bug2178,52,afl-0-exid21
979,bug979,52,fairfuzz-0-exid21
2950,bug2950,52,fairfuzz-0-exid21
956,bug956,53,afl-0-exid21
2930,bug2930,53,afl-0-exid21
548,bug548,54,fairfuzz-0-exid21
2562,bug2562,54,fairfuzz-0-exid21
2071,bug2071,57,fairfuzz-0-exid21
14,bug14,57,fairfuzz-0-exid21
1685,bug1685,62,aflfast-0-exid21
659,bug659,62,aflfast-0-exid21
2663,bug2663,62,aflfast-0-exid21
689,bug689,63,fairfuzz-0-exid21
2691,bug2691,63,fairfuzz-0-exid21
2316,bug2316,66,aflplusplus-0-exid21
277,bug277,66,aflplusplus-0-exid21
615,bug615,66,fairfuzz-0-exid21
1649,bug1649,66,fairfuzz-0-exid21
513,bug513,66,fairfuzz-0-exid21
1555,bug1555,66,fairfuzz-0-exid21
554,bug554,68,fairfuzz-0-exid21
2568,bug2568,68,fairfuzz-0-exid21
1430,bug1430,72,aflplusplus-0-exid21
380,bug380,72,aflplusplus-0-exid21
1014,bug1014,74,aflfast-0-exid21
2979,bug2979,74,aflfast-0-exid21
977,bug977,75,aflfast-0-exid21
1966,bug1966,75,aflfast-0-exid21
1512,bug1512,77,afl-0-exid21
467,bug467,77,afl-0-exid21
1459,bug1459,85,afl-0-exid21
412,bug412,85,afl-0-exid21
449,bug449,96,aflfast-0-exid21
1494,bug1494,96,aflfast-0-exid21
2218,bug2218,97,aflfast-0-exid21
175,bug175,97,aflfast-0-exid21
695,bug695,102,fairfuzz-0-exid21
2696,bug2696,102,fairfuzz-0-exid21
2497,bug2497,106,fairfuzz-0-exid21
474,bug474,106,fairfuzz-0-exid21
2593,bug2593,107,afl-0-exid21
581,bug581,107,afl-0-exid21
424,bug424,112,afl-0-exid21
2449,bug2449,112,afl-0-exid21
892,bug892,112,fairfuzz-0-exid21
2876,bug2876,112,fairfuzz-0-exid21
256,bug256,114,aflfast-0-exid21
2295,bug2295,114,aflfast-0-exid21
134,bug134,140,afl-0-exid21
1034,bug1034,163,aflfast-0-exid21
2998,bug2998,163,aflfast-0-exid21
489,bug489,163,afl-0-exid21
1533,bug1533,163,afl-0-exid21
1368,bug1368,178,aflplusplus-0-exid21
313,bug313,178,aflplusplus-0-exid21
1049,bug1049,208,fairfuzz-0-exid21
3011,bug3011,208,fairfuzz-0-exid21
558,bug558,211,fairfuzz-0-exid21
2572,bug2572,211,fairfuzz-0-exid21
3028,bug3028,211,aflfast-0-exid21
1066,bug1066,211,aflfast-0-exid21
2555,bug2555,215,fairfuzz-0-exid21
540,bug540,215,fairfuzz-0-exid21
2293,bug2293,222,aflfast-0-exid21
254,bug254,222,aflfast-0-exid21
901,bug901,222,fairfuzz-0-exid21
2884,bug2884,222,fairfuzz-0-exid21
2622,bug2622,286,afl-0-exid21
611,bug611,286,afl-0-exid21
2422,bug2422,306,aflplusplus-0-exid21
1445,bug1445,306,aflplusplus-0-exid21
396,bug396,306,aflplusplus-0-exid21
2633,bug2633,330,afl-0-exid21
622,bug622,330,afl-0-exid21
645,bug645,348,fairfuzz-0-exid21
2651,bug2651,348,fairfuzz-0-exid21
2481,bug2481,353,fairfuzz-0-exid21
458,bug458,353,fairfuzz-0-exid21
928,bug928,358,aflplusplus-0-exid21
2907,bug2907,358,aflplusplus-0-exid21
2185,bug2185,359,fairfuzz-0-exid21
711,bug711,385,aflfast-0-exid21
1731,bug1731,385,aflfast-0-exid21
2709,bug2709,385,aflfast-0-exid21
2800,bug2800,405,aflplusplus-0-exid21
809,bug809,405,aflplusplus-0-exid21
990,bug990,482,aflfast-0-exid21
2958,bug2958,482,aflfast-0-exid21
2254,bug2254,491,aflfast-0-exid21
212,bug212,491,aflfast-0-exid21
870,bug870,637,afl-0-exid21
205,bug205,638,afl-0-exid21
295,bug295,923,afl-0-exid21
2330,bug2330,923,afl-0-exid21
1352,bug1352,923,afl-0-exid21
3039,bug3039,932,aflfast-0-exid21
1078,bug1078,932,aflfast-0-exid21
2057,bug2057,932,aflfast-0-exid21
2110,bug2110,1104,fairfuzz-0-exid21
56,bug56,1104,fairfuzz-0-exid21
428,bug428,1158,afl-0-exid21
2452,bug2452,1158,afl-0-exid21
92,bug92,1187,aflplusplus-0-exid21
2149,bug2149,1202,aflplusplus-0-exid21
311,bug311,1335,fairfuzz-0-exid21
2248,bug2248,1408,fairfuzz-0-exid21
206,bug206,1408,fairfuzz-0-exid21
2738,bug2738,1417,afl-0-exid21
741,bug741,1417,afl-0-exid21
2717,bug2717,1438,fairfuzz-0-exid21
719,bug719,1438,fairfuzz-0-exid21
