,crash_id,discovery_time,fuzzer
286,bug286,2,fairfuzz-0-exid20
1626,bug1626,2,fairfuzz-0-exid20
250,bug250,4,afl-0-exid20
2734,bug2734,4,afl-0-exid20
1596,bug1596,4,afl-0-exid20
3340,bug3340,6,aflfast-0-exid20
871,bug871,6,aflfast-0-exid20
3159,bug3159,11,aflfast-0-exid20
687,bug687,11,aflfast-0-exid20
1144,bug1144,11,fairfuzz-0-exid20
3607,bug3607,11,fairfuzz-0-exid20
1985,bug1985,13,fairfuzz-0-exid20
755,bug755,13,fairfuzz-0-exid20
1270,bug1270,13,fairfuzz-0-exid20
2399,bug2399,13,fairfuzz-0-exid20
422,bug422,18,afl-0-exid20
1726,bug1726,18,afl-0-exid20
1399,bug1399,18,afl-0-exid20
4,bug4,18,afl-0-exid20
971,bug971,21,afl-0-exid20
2161,bug2161,21,afl-0-exid20
2080,bug2080,26,fairfuzz-0-exid20
872,bug872,26,fairfuzz-0-exid20
3638,bug3638,34,aflfast-0-exid20
1795,bug1795,34,afl-0-exid20
513,bug513,34,afl-0-exid20
623,bug623,41,aflplusplus-0-exid20
1881,bug1881,41,aflplusplus-0-exid20
3082,bug3082,44,aflfast-0-exid20
609,bug609,44,aflfast-0-exid20
993,bug993,50,afl-0-exid20
3458,bug3458,50,afl-0-exid20
2773,bug2773,50,aflfast-0-exid20
291,bug291,50,aflfast-0-exid20
951,bug951,51,fairfuzz-0-exid20
3416,bug3416,51,fairfuzz-0-exid20
3505,bug3505,54,afl-0-exid20
1040,bug1040,54,afl-0-exid20
2655,bug2655,72,fairfuzz-0-exid20
490,bug490,73,fairfuzz-0-exid20
1778,bug1778,73,fairfuzz-0-exid20
750,bug750,74,fairfuzz-0-exid20
1980,bug1980,74,fairfuzz-0-exid20
439,bug439,75,fairfuzz-0-exid20
3335,bug3335,76,fairfuzz-0-exid20
866,bug866,76,fairfuzz-0-exid20
1257,bug1257,77,aflplusplus-0-exid20
3719,bug3719,77,aflplusplus-0-exid20
1304,bug1304,82,aflfast-0-exid20
3766,bug3766,82,aflfast-0-exid20
1302,bug1302,86,aflfast-0-exid20
3142,bug3142,88,afl-0-exid20
669,bug669,88,afl-0-exid20
1251,bug1251,88,aflplusplus-0-exid20
2385,bug2385,88,aflplusplus-0-exid20
1077,bug1077,100,afl-0-exid20
3542,bug3542,100,afl-0-exid20
583,bug583,100,fairfuzz-0-exid20
3057,bug3057,100,fairfuzz-0-exid20
542,bug542,101,afl-0-exid20
3016,bug3016,101,afl-0-exid20
1112,bug1112,101,afl-0-exid20
3575,bug3575,101,afl-0-exid20
3450,bug3450,101,afl-0-exid20
985,bug985,101,afl-0-exid20
2778,bug2778,101,afl-0-exid20
297,bug297,101,afl-0-exid20
761,bug761,102,fairfuzz-0-exid20
3232,bug3232,102,fairfuzz-0-exid20
1268,bug1268,116,aflfast-0-exid20
3730,bug3730,116,aflfast-0-exid20
56,bug56,125,aflfast-0-exid20
2548,bug2548,125,aflfast-0-exid20
3222,bug3222,126,aflplusplus-0-exid20
751,bug751,126,aflplusplus-0-exid20
2563,bug2563,129,afl-0-exid20
72,bug72,129,afl-0-exid20
1454,bug1454,129,afl-0-exid20
233,bug233,130,aflplusplus-0-exid20
1584,bug1584,130,aflplusplus-0-exid20
2764,bug2764,132,aflfast-0-exid20
3317,bug3317,132,afl-0-exid20
848,bug848,132,afl-0-exid20
1165,bug1165,135,afl-0-exid20
3628,bug3628,135,afl-0-exid20
1107,bug1107,135,fairfuzz-0-exid20
3570,bug3570,135,fairfuzz-0-exid20
1851,bug1851,139,aflfast-0-exid20
586,bug586,139,aflfast-0-exid20
68,bug68,160,fairfuzz-0-exid20
1452,bug1452,160,fairfuzz-0-exid20
3667,bug3667,162,afl-0-exid20
1205,bug1205,162,afl-0-exid20
618,bug618,167,afl-0-exid20
3091,bug3091,167,afl-0-exid20
1669,bug1669,172,fairfuzz-0-exid20
3407,bug3407,176,afl-0-exid20
942,bug942,176,afl-0-exid20
2137,bug2137,176,afl-0-exid20
960,bug960,178,fairfuzz-0-exid20
3425,bug3425,178,fairfuzz-0-exid20
2446,bug2446,188,afl-0-exid20
1334,bug1334,188,afl-0-exid20
3795,bug3795,188,afl-0-exid20
1828,bug1828,236,afl-0-exid20
557,bug557,236,afl-0-exid20
2483,bug2483,250,aflfast-0-exid20
3838,bug3838,250,aflfast-0-exid20
1378,bug1378,250,aflfast-0-exid20
2178,bug2178,274,aflfast-0-exid20
990,bug990,274,aflfast-0-exid20
1010,bug1010,280,aflfast-0-exid20
3475,bug3475,280,aflfast-0-exid20
3548,bug3548,289,afl-0-exid20
1084,bug1084,289,afl-0-exid20
3820,bug3820,352,aflfast-0-exid20
1359,bug1359,352,aflfast-0-exid20
1134,bug1134,359,aflfast-0-exid20
3597,bug3597,359,aflfast-0-exid20
873,bug873,366,fairfuzz-0-exid20
1738,bug1738,373,fairfuzz-0-exid20
436,bug436,373,fairfuzz-0-exid20
1632,bug1632,387,afl-0-exid20
1785,bug1785,464,aflplusplus-0-exid20
500,bug500,464,aflplusplus-0-exid20
480,bug480,486,aflfast-0-exid20
3382,bug3382,488,afl-0-exid20
2117,bug2117,488,afl-0-exid20
2787,bug2787,502,aflfast-0-exid20
306,bug306,502,aflfast-0-exid20
1267,bug1267,502,aflplusplus-0-exid20
3729,bug3729,502,aflplusplus-0-exid20
2737,bug2737,610,afl-0-exid20
253,bug253,610,afl-0-exid20
562,bug562,849,fairfuzz-0-exid20
3036,bug3036,849,fairfuzz-0-exid20
3498,bug3498,858,afl-0-exid20
1033,bug1033,858,afl-0-exid20
3332,bug3332,943,fairfuzz-0-exid20
863,bug863,943,fairfuzz-0-exid20
2912,bug2912,972,fairfuzz-0-exid20
434,bug434,972,fairfuzz-0-exid20
605,bug605,986,afl-0-exid20
1177,bug1177,1330,fairfuzz-0-exid20
968,bug968,1368,afl-0-exid20
1115,bug1115,1385,afl-0-exid20
3578,bug3578,1385,afl-0-exid20
