,edges_count,time,experiment_id
0,64,0,1
1,68,1,1
2,70,2,1
3,76,3,1
4,76,4,1
5,76,5,1
6,82,6,1
7,83,7,1
8,83,8,1
9,83,9,1
10,84,10,1
11,84,11,1
12,86,12,1
13,86,13,1
14,89,14,1
15,89,15,1
16,89,16,1
17,89,17,1
18,89,18,1
19,98,19,1
20,100,20,1
21,101,21,1
22,102,22,1
23,104,23,1
24,106,24,1
25,106,25,1
26,106,26,1
27,106,27,1
28,106,28,1
29,106,29,1
30,111,30,1
31,112,31,1
32,112,32,1
33,113,33,1
34,113,34,1
35,113,35,1
36,113,36,1
37,113,37,1
38,113,38,1
39,115,39,1
40,116,40,1
41,117,41,1
42,117,42,1
43,117,43,1
44,117,44,1
45,118,45,1
46,118,46,1
47,119,47,1
48,119,48,1
49,119,49,1
50,119,50,1
51,119,51,1
52,119,52,1
53,119,53,1
54,119,54,1
55,119,55,1
56,119,56,1
57,119,57,1
58,119,58,1
59,120,59,1
60,120,60,1
61,121,61,1
62,121,62,1
63,121,63,1
64,121,64,1
65,121,65,1
66,121,66,1
67,122,67,1
68,122,68,1
69,122,69,1
70,122,70,1
71,122,71,1
72,122,72,1
73,122,73,1
74,122,74,1
75,122,75,1
76,122,76,1
77,122,77,1
78,122,78,1
79,122,79,1
80,122,80,1
81,122,81,1
82,122,82,1
83,122,83,1
84,122,84,1
85,122,85,1
86,122,86,1
87,122,87,1
88,122,88,1
89,122,89,1
90,122,90,1
91,123,91,1
92,123,92,1
93,123,93,1
94,123,94,1
95,123,95,1
96,123,96,1
97,123,97,1
98,123,98,1
99,123,99,1
100,123,100,1
101,123,101,1
102,123,102,1
103,123,103,1
104,123,104,1
105,123,105,1
106,123,106,1
107,123,107,1
108,123,108,1
109,123,109,1
110,132,110,1
111,133,111,1
112,133,112,1
113,133,113,1
114,133,114,1
115,133,115,1
116,133,116,1
117,133,117,1
118,133,118,1
119,133,119,1
120,133,120,1
121,133,121,1
122,133,122,1
123,133,123,1
124,133,124,1
125,133,125,1
126,133,126,1
127,133,127,1
128,134,128,1
129,134,129,1
130,134,130,1
131,134,131,1
132,134,132,1
133,134,133,1
134,134,134,1
135,134,135,1
136,134,136,1
137,134,137,1
138,134,138,1
139,134,139,1
140,134,140,1
141,134,141,1
142,134,142,1
143,134,143,1
144,134,144,1
145,134,145,1
146,134,146,1
147,134,147,1
148,134,148,1
149,134,149,1
150,134,150,1
151,135,151,1
152,137,152,1
153,138,153,1
154,139,154,1
155,140,155,1
156,141,156,1
157,141,157,1
158,142,158,1
159,142,159,1
160,142,160,1
161,142,161,1
162,142,162,1
163,142,163,1
164,142,164,1
165,142,165,1
166,142,166,1
167,142,167,1
168,142,168,1
169,142,169,1
170,142,170,1
171,142,171,1
172,142,172,1
173,142,173,1
174,142,174,1
175,142,175,1
176,142,176,1
177,142,177,1
178,142,178,1
179,142,179,1
180,142,180,1
181,142,181,1
182,143,182,1
183,143,183,1
184,143,184,1
185,143,185,1
186,143,186,1
187,143,187,1
188,143,188,1
189,143,189,1
190,143,190,1
191,143,191,1
192,143,192,1
193,143,193,1
194,143,194,1
195,143,195,1
196,143,196,1
197,143,197,1
198,143,198,1
199,143,199,1
200,143,200,1
201,143,201,1
202,143,202,1
203,143,203,1
204,143,204,1
205,143,205,1
206,143,206,1
207,143,207,1
208,143,208,1
209,143,209,1
210,143,210,1
211,143,211,1
212,143,212,1
213,143,213,1
214,143,214,1
215,143,215,1
216,143,216,1
217,143,217,1
218,143,218,1
219,143,219,1
220,143,220,1
221,143,221,1
222,143,222,1
223,143,223,1
224,143,224,1
225,143,225,1
226,144,226,1
227,145,227,1
228,145,228,1
229,145,229,1
230,145,230,1
231,145,231,1
232,145,232,1
233,145,233,1
234,145,234,1
235,145,235,1
236,145,236,1
237,145,237,1
238,145,238,1
239,145,239,1
240,145,240,1
241,145,241,1
242,145,242,1
243,145,243,1
244,146,244,1
245,146,245,1
246,146,246,1
247,146,247,1
248,146,248,1
249,146,249,1
250,146,250,1
251,146,251,1
252,146,252,1
253,146,253,1
254,146,254,1
255,146,255,1
256,146,256,1
257,146,257,1
258,147,258,1
259,147,259,1
260,147,260,1
261,147,261,1
262,147,262,1
263,147,263,1
264,147,264,1
265,147,265,1
266,147,266,1
267,147,267,1
268,147,268,1
269,147,269,1
270,147,270,1
271,147,271,1
272,147,272,1
273,147,273,1
274,147,274,1
275,147,275,1
276,147,276,1
277,147,277,1
278,147,278,1
279,147,279,1
280,147,280,1
281,147,281,1
282,147,282,1
283,147,283,1
284,147,284,1
285,147,285,1
286,147,286,1
287,147,287,1
288,147,288,1
289,147,289,1
290,147,290,1
291,147,291,1
292,147,292,1
293,147,293,1
294,147,294,1
295,147,295,1
296,147,296,1
