,discovery_id,fuzzer,block_source,block_target
1,1,fairfuzz-0-exid23,48257,48268
11,11,afl-0-exid23,47149,47159
21,21,aflplusplus-0-exid23,38574,38576
31,31,aflplusplus-0-exid23,52061,52188
33,33,aflfast-0-exid23,118608,118613
34,34,aflplusplus-0-exid23,7130,7133
36,36,aflplusplus-0-exid23,14296,14312
38,38,aflplusplus-0-exid23,52464,52469
42,42,aflplusplus-0-exid23,26583,26608
43,43,fairfuzz-0-exid23,38488,38522
45,45,aflplusplus-0-exid23,43621,43631
49,49,fairfuzz-0-exid23,52012,52047
51,51,aflplusplus-0-exid23,27944,27952
52,52,fairfuzz-0-exid23,24974,24985
54,54,aflplusplus-0-exid23,75989,76018
62,62,fairfuzz-0-exid23,52034,52043
68,68,aflplusplus-0-exid23,25256,25265
69,69,aflplusplus-0-exid23,30009,30022
71,71,aflplusplus-0-exid23,38434,38457
76,76,afl-0-exid23,4342,4359
77,77,fairfuzz-0-exid23,43615,43621
78,78,aflplusplus-0-exid23,77597,77695
79,79,fairfuzz-0-exid23,14296,14312
82,82,aflplusplus-0-exid23,643,646
86,86,aflplusplus-0-exid23,117013,117022
88,88,aflplusplus-0-exid23,26496,26504
91,91,afl-0-exid23,52061,52188
93,93,afl-0-exid23,52014,52018
94,94,aflplusplus-0-exid23,20480,20487
96,96,aflplusplus-0-exid23,119352,119368
98,98,aflplusplus-0-exid23,52006,52012
101,101,aflplusplus-0-exid23,117660,117683
105,105,aflplusplus-0-exid23,81596,81601
107,107,afl-0-exid23,141,148
109,109,afl-0-exid23,52051,52061
110,110,aflplusplus-0-exid23,2999,3012
113,113,aflplusplus-0-exid23,52803,52823
115,115,aflplusplus-0-exid23,38522,38526
118,118,afl-0-exid23,76110,76140
119,119,aflplusplus-0-exid23,2866,2881
121,121,aflplusplus-0-exid23,26471,26562
124,124,aflplusplus-0-exid23,52706,52744
126,126,aflplusplus-0-exid23,27930,27932
127,127,aflplusplus-0-exid23,77839,77862
135,135,fairfuzz-0-exid23,26564,26581
136,136,aflplusplus-0-exid23,52624,52744
137,137,aflplusplus-0-exid23,14457,14461
138,138,aflplusplus-0-exid23,52051,52061
139,139,aflplusplus-0-exid23,17976,18089
143,143,aflplusplus-0-exid23,119342,119371
146,146,aflplusplus-0-exid23,71982,71984
147,147,fairfuzz-0-exid23,2866,2881
149,149,aflplusplus-0-exid23,21987,21992
150,150,aflplusplus-0-exid23,119506,119528
151,151,aflplusplus-0-exid23,29305,29312
158,158,afl-0-exid23,26581,26583
160,160,fairfuzz-0-exid23,38564,38566
164,164,aflplusplus-0-exid23,116656,116661
167,167,aflplusplus-0-exid23,118243,118265
168,168,aflplusplus-0-exid23,117202,117206
170,170,aflplusplus-0-exid23,126172,126176
172,172,aflplusplus-0-exid23,118540,118555
174,174,aflplusplus-0-exid23,7894,7898
175,175,aflplusplus-0-exid23,78942,78945
176,176,aflplusplus-0-exid23,120353,120359
178,178,aflplusplus-0-exid23,80315,80320
180,180,aflplusplus-0-exid23,77412,77695
182,182,fairfuzz-0-exid23,119352,119368
183,183,afl-0-exid23,52702,52706
184,184,aflplusplus-0-exid23,116920,116933
186,186,aflplusplus-0-exid23,116944,116949
187,187,afl-0-exid23,24974,24985
188,188,aflplusplus-0-exid23,52599,52630
189,189,aflplusplus-0-exid23,120496,120518
191,191,aflplusplus-0-exid23,29243,29265
192,192,afl-0-exid23,43581,43615
197,197,fairfuzz-0-exid23,118332,118340
200,200,afl-0-exid23,71982,71984
203,203,aflplusplus-0-exid23,94450,94454
205,205,aflfast-0-exid23,52061,52188
206,206,aflfast-0-exid23,5398,5418
214,214,aflplusplus-0-exid23,94296,94309
219,219,aflplusplus-0-exid23,5287,5292
220,220,aflfast-0-exid23,50997,50974
225,225,afl-0-exid23,53521,53523
229,229,aflfast-0-exid23,52006,52012
233,233,fairfuzz-0-exid23,5418,5392
237,237,afl-0-exid23,865,889
238,238,afl-0-exid23,5418,5392
239,239,fairfuzz-0-exid23,7187,7210
243,243,fairfuzz-0-exid23,20509,20511
244,244,fairfuzz-0-exid23,27913,27930
245,245,fairfuzz-0-exid23,52599,52630
247,247,afl-0-exid23,26815,26817
249,249,fairfuzz-0-exid23,52406,52421
251,251,fairfuzz-0-exid23,25219,25256
253,253,fairfuzz-0-exid23,53613,53615
254,254,afl-0-exid23,53481,53498
257,257,fairfuzz-0-exid23,5189,5241
258,258,afl-0-exid23,38539,38552
260,260,fairfuzz-0-exid23,75989,76018
263,263,afl-0-exid23,27913,27930
266,266,fairfuzz-0-exid23,25363,25377
267,267,fairfuzz-0-exid23,152,187
268,268,fairfuzz-0-exid23,52823,52825
270,270,fairfuzz-0-exid23,52611,52624
271,271,fairfuzz-0-exid23,53481,53498
