,crash_id,discovery_time,fuzzer
2092,bug2092,9,afl-0-exid23
396,bug396,9,afl-0-exid23
965,bug965,9,fairfuzz-0-exid23
2492,bug2492,9,fairfuzz-0-exid23
782,bug782,14,fairfuzz-0-exid23
1616,bug1616,14,fairfuzz-0-exid23
1061,bug1061,21,fairfuzz-0-exid23
2563,bug2563,21,fairfuzz-0-exid23
1908,bug1908,22,fairfuzz-0-exid23
135,bug135,22,fairfuzz-0-exid23
1166,bug1166,22,fairfuzz-0-exid23
1903,bug1903,22,fairfuzz-0-exid23
1535,bug1535,23,afl-0-exid23
666,bug666,23,afl-0-exid23
1456,bug1456,23,afl-0-exid23
547,bug547,23,afl-0-exid23
143,bug143,23,afl-0-exid23
1177,bug1177,23,afl-0-exid23
1036,bug1036,29,fairfuzz-0-exid23
1787,bug1787,29,fairfuzz-0-exid23
1059,bug1059,37,fairfuzz-0-exid23
2561,bug2561,37,fairfuzz-0-exid23
32,bug32,44,afl-0-exid23
1836,bug1836,44,afl-0-exid23
1863,bug1863,49,afl-0-exid23
72,bug72,49,afl-0-exid23
1362,bug1362,54,fairfuzz-0-exid23
416,bug416,54,fairfuzz-0-exid23
2136,bug2136,58,afl-0-exid23
463,bug463,58,afl-0-exid23
180,bug180,59,afl-0-exid23
413,bug413,64,fairfuzz-0-exid23
2102,bug2102,64,fairfuzz-0-exid23
1550,bug1550,73,afl-0-exid23
2297,bug2297,73,afl-0-exid23
817,bug817,75,fairfuzz-0-exid23
1635,bug1635,75,fairfuzz-0-exid23
159,bug159,75,fairfuzz-0-exid23
1189,bug1189,75,fairfuzz-0-exid23
561,bug561,81,aflfast-0-exid23
2206,bug2206,81,aflfast-0-exid23
2541,bug2541,92,fairfuzz-0-exid23
1030,bug1030,92,fairfuzz-0-exid23
1783,bug1783,92,fairfuzz-0-exid23
2156,bug2156,93,fairfuzz-0-exid23
486,bug486,93,fairfuzz-0-exid23
488,bug488,98,afl-0-exid23
2158,bug2158,98,afl-0-exid23
11,bug11,103,fairfuzz-0-exid23
1822,bug1822,103,fairfuzz-0-exid23
2454,bug2454,108,aflfast-0-exid23
912,bug912,108,aflfast-0-exid23
2516,bug2516,108,aflfast-0-exid23
997,bug997,108,aflfast-0-exid23
552,bug552,108,aflfast-0-exid23
2201,bug2201,108,aflfast-0-exid23
401,bug401,111,afl-0-exid23
2095,bug2095,111,afl-0-exid23
1354,bug1354,111,afl-0-exid23
981,bug981,115,afl-0-exid23
1749,bug1749,115,afl-0-exid23
592,bug592,125,afl-0-exid23
2228,bug2228,125,afl-0-exid23
1484,bug1484,125,afl-0-exid23
255,bug255,128,afl-0-exid23
1984,bug1984,128,afl-0-exid23
634,bug634,141,fairfuzz-0-exid23
2558,bug2558,144,fairfuzz-0-exid23
1055,bug1055,144,fairfuzz-0-exid23
277,bug277,144,fairfuzz-0-exid23
2002,bug2002,144,fairfuzz-0-exid23
2477,bug2477,154,fairfuzz-0-exid23
942,bug942,154,fairfuzz-0-exid23
1005,bug1005,155,fairfuzz-0-exid23
1767,bug1767,155,fairfuzz-0-exid23
1259,bug1259,155,fairfuzz-0-exid23
268,bug268,155,fairfuzz-0-exid23
2354,bug2354,177,afl-0-exid23
766,bug766,177,afl-0-exid23
404,bug404,179,afl-0-exid23
2097,bug2097,179,afl-0-exid23
128,bug128,183,fairfuzz-0-exid23
211,bug211,184,aflfast-0-exid23
1957,bug1957,184,aflfast-0-exid23
838,bug838,194,fairfuzz-0-exid23
2404,bug2404,194,fairfuzz-0-exid23
1292,bug1292,212,fairfuzz-0-exid23
317,bug317,212,fairfuzz-0-exid23
2031,bug2031,212,fairfuzz-0-exid23
