,discovery_id,discovery_time,crash_frames_hash,count
0,959,3,5e2c472b880703887978fa5ec756aa89,0.05
1,715,3,16a157362eca8f4f9697a4fd30bd8c0e,0.1
2,1054,4,16a157362eca8f4f9697a4fd30bd8c0e,0.15
3,1076,4,16a157362eca8f4f9697a4fd30bd8c0e,0.2
4,983,5,5e2c472b880703887978fa5ec756aa89,0.25
5,912,5,5e2c472b880703887978fa5ec756aa89,0.3
6,933,5,16a157362eca8f4f9697a4fd30bd8c0e,0.35
7,1015,5,5e2c472b880703887978fa5ec756aa89,0.4
8,1133,5,b7a1968bbc1b8688d3bf445d52ef45a5,0.45
9,1017,6,5e2c472b880703887978fa5ec756aa89,0.5
10,1046,6,5e2c472b880703887978fa5ec756aa89,0.55
11,1076,6,5e2c472b880703887978fa5ec756aa89,0.6
12,1240,7,16a157362eca8f4f9697a4fd30bd8c0e,0.65
13,1273,7,5e2c472b880703887978fa5ec756aa89,0.7
14,1198,9,b7a1968bbc1b8688d3bf445d52ef45a5,0.75
15,1299,11,16a157362eca8f4f9697a4fd30bd8c0e,0.8
16,1284,11,5e2c472b880703887978fa5ec756aa89,0.85
17,1338,12,16a157362eca8f4f9697a4fd30bd8c0e,0.9
18,1517,12,16a157362eca8f4f9697a4fd30bd8c0e,0.95
19,1411,12,5e2c472b880703887978fa5ec756aa89,1.0
20,1626,13,16a157362eca8f4f9697a4fd30bd8c0e,1.05
21,1347,13,5e2c472b880703887978fa5ec756aa89,1.1
22,1436,14,16a157362eca8f4f9697a4fd30bd8c0e,1.15
23,1866,14,16a157362eca8f4f9697a4fd30bd8c0e,1.2
24,1456,15,5e2c472b880703887978fa5ec756aa89,1.25
25,1455,15,16a157362eca8f4f9697a4fd30bd8c0e,1.3
26,1990,16,16a157362eca8f4f9697a4fd30bd8c0e,1.35
27,2101,18,5e2c472b880703887978fa5ec756aa89,1.4
28,2245,18,5e2c472b880703887978fa5ec756aa89,1.45
29,1794,20,b7a1968bbc1b8688d3bf445d52ef45a5,1.5
30,1786,20,16a157362eca8f4f9697a4fd30bd8c0e,1.55
31,1795,22,16a157362eca8f4f9697a4fd30bd8c0e,1.6
32,2456,23,5e2c472b880703887978fa5ec756aa89,1.65
33,1987,23,16a157362eca8f4f9697a4fd30bd8c0e,1.7
34,1963,25,b7a1968bbc1b8688d3bf445d52ef45a5,1.75
35,2725,27,16a157362eca8f4f9697a4fd30bd8c0e,1.8
36,2905,37,16a157362eca8f4f9697a4fd30bd8c0e,1.85
37,3169,37,b7a1968bbc1b8688d3bf445d52ef45a5,1.9
38,3124,38,16a157362eca8f4f9697a4fd30bd8c0e,1.95
39,2824,39,16a157362eca8f4f9697a4fd30bd8c0e,2.0
40,2978,40,b7a1968bbc1b8688d3bf445d52ef45a5,2.05
41,2852,40,b7a1968bbc1b8688d3bf445d52ef45a5,2.1
42,3446,43,b7a1968bbc1b8688d3bf445d52ef45a5,2.15
43,2811,44,5e2c472b880703887978fa5ec756aa89,2.2
44,2876,47,b7a1968bbc1b8688d3bf445d52ef45a5,2.25
45,3528,50,5e2c472b880703887978fa5ec756aa89,2.3
46,2921,50,5e2c472b880703887978fa5ec756aa89,2.35
47,3084,54,5e2c472b880703887978fa5ec756aa89,2.4
48,3087,55,b7a1968bbc1b8688d3bf445d52ef45a5,2.45
49,3941,58,5e2c472b880703887978fa5ec756aa89,2.5
50,3413,61,b7a1968bbc1b8688d3bf445d52ef45a5,2.55
51,4539,95,b7a1968bbc1b8688d3bf445d52ef45a5,2.6
52,5176,120,b7a1968bbc1b8688d3bf445d52ef45a5,2.65
53,4666,129,b7a1968bbc1b8688d3bf445d52ef45a5,2.7
54,4869,144,b7a1968bbc1b8688d3bf445d52ef45a5,2.75
55,4741,158,b7a1968bbc1b8688d3bf445d52ef45a5,2.8
56,5369,165,b7a1968bbc1b8688d3bf445d52ef45a5,2.85
57,5686,191,b7a1968bbc1b8688d3bf445d52ef45a5,2.9
58,5970,267,b7a1968bbc1b8688d3bf445d52ef45a5,2.95
59,7934,537,b7a1968bbc1b8688d3bf445d52ef45a5,3.0
