,crash_id,discovery_time,fuzzer
857,bug857,17,fairfuzz-0-exid21
2849,bug2849,17,fairfuzz-0-exid21
1008,bug1008,22,fairfuzz-0-exid21
2023,bug2023,22,fairfuzz-0-exid21
444,bug444,22,fairfuzz-0-exid21
1642,bug1642,22,fairfuzz-0-exid21
2602,bug2602,23,afl-0-exid21
485,bug485,23,afl-0-exid21
1995,bug1995,26,afl-0-exid21
963,bug963,26,afl-0-exid21
3042,bug3042,29,fairfuzz-0-exid21
1137,bug1137,29,fairfuzz-0-exid21
1567,bug1567,30,afl-0-exid21
333,bug333,30,afl-0-exid21
1504,bug1504,30,afl-0-exid21
243,bug243,30,afl-0-exid21
145,bug145,33,fairfuzz-0-exid21
2357,bug2357,33,fairfuzz-0-exid21
1063,bug1063,35,fairfuzz-0-exid21
2987,bug2987,35,fairfuzz-0-exid21
789,bug789,44,afl-0-exid21
2805,bug2805,44,afl-0-exid21
2890,bug2890,44,afl-0-exid21
916,bug916,44,afl-0-exid21
28,bug28,46,afl-0-exid21
2279,bug2279,46,afl-0-exid21
2529,bug2529,46,afl-0-exid21
392,bug392,46,afl-0-exid21
2783,bug2783,48,fairfuzz-0-exid21
757,bug757,48,fairfuzz-0-exid21
2574,bug2574,52,aflfast-0-exid21
451,bug451,52,aflfast-0-exid21
2802,bug2802,54,fairfuzz-0-exid21
784,bug784,54,fairfuzz-0-exid21
2364,bug2364,56,afl-0-exid21
158,bug158,56,afl-0-exid21
3097,bug3097,57,fairfuzz-0-exid21
1214,bug1214,57,fairfuzz-0-exid21
2176,bug2176,57,fairfuzz-0-exid21
958,bug958,60,fairfuzz-0-exid21
2915,bug2915,60,fairfuzz-0-exid21
351,bug351,69,afl-0-exid21
1577,bug1577,69,afl-0-exid21
3192,bug3192,69,afl-0-exid21
2503,bug2503,69,afl-0-exid21
882,bug882,71,fairfuzz-0-exid21
2866,bug2866,71,fairfuzz-0-exid21
294,bug294,71,fairfuzz-0-exid21
2468,bug2468,71,fairfuzz-0-exid21
1542,bug1542,71,fairfuzz-0-exid21
476,bug476,76,afl-0-exid21
1670,bug1670,76,afl-0-exid21
1029,bug1029,76,afl-0-exid21
2038,bug2038,76,afl-0-exid21
1807,bug1807,82,afl-0-exid21
684,bug684,82,afl-0-exid21
2731,bug2731,82,afl-0-exid21
2663,bug2663,82,afl-0-exid21
579,bug579,82,afl-0-exid21
2899,bug2899,85,fairfuzz-0-exid21
932,bug932,85,fairfuzz-0-exid21
631,bug631,86,fairfuzz-0-exid21
2697,bug2697,86,fairfuzz-0-exid21
1357,bug1357,94,afl-0-exid21
2283,bug2283,94,afl-0-exid21
35,bug35,94,afl-0-exid21
2889,bug2889,95,fairfuzz-0-exid21
915,bug915,95,fairfuzz-0-exid21
123,bug123,97,fairfuzz-0-exid21
2342,bug2342,97,fairfuzz-0-exid21
1159,bug1159,101,aflfast-0-exid21
3053,bug3053,101,aflfast-0-exid21
3122,bug3122,116,fairfuzz-0-exid21
1253,bug1253,116,fairfuzz-0-exid21
1033,bug1033,118,fairfuzz-0-exid21
2965,bug2965,118,fairfuzz-0-exid21
1528,bug1528,127,fairfuzz-0-exid21
274,bug274,127,fairfuzz-0-exid21
2274,bug2274,128,afl-0-exid21
22,bug22,128,afl-0-exid21
1355,bug1355,129,fairfuzz-0-exid21
32,bug32,129,fairfuzz-0-exid21
1326,bug1326,141,fairfuzz-0-exid21
3180,bug3180,141,fairfuzz-0-exid21
480,bug480,141,fairfuzz-0-exid21
806,bug806,146,fairfuzz-0-exid21
2818,bug2818,146,fairfuzz-0-exid21
371,bug371,151,aflplusplus-0-exid21
2517,bug2517,151,aflplusplus-0-exid21
2593,bug2593,155,afl-0-exid21
474,bug474,155,afl-0-exid21
1276,bug1276,158,aflfast-0-exid21
3058,bug3058,160,fairfuzz-0-exid21
1166,bug1166,160,fairfuzz-0-exid21
1142,bug1142,164,fairfuzz-0-exid21
3046,bug3046,164,fairfuzz-0-exid21
491,bug491,164,fairfuzz-0-exid21
2605,bug2605,164,fairfuzz-0-exid21
581,bug581,171,aflfast-0-exid21
2664,bug2664,171,aflfast-0-exid21
54,bug54,171,fairfuzz-0-exid21
1367,bug1367,171,fairfuzz-0-exid21
29,bug29,252,afl-0-exid21
575,bug575,252,afl-0-exid21
2660,bug2660,252,afl-0-exid21
255,bug255,291,aflplusplus-0-exid21
1515,bug1515,291,aflplusplus-0-exid21
654,bug654,292,aflplusplus-0-exid21
1788,bug1788,292,aflplusplus-0-exid21
94,bug94,293,afl-0-exid21
2320,bug2320,293,afl-0-exid21
3114,bug3114,297,aflfast-0-exid21
2546,bug2546,303,aflfast-0-exid21
415,bug415,303,aflfast-0-exid21
365,bug365,304,afl-0-exid21
2512,bug2512,304,afl-0-exid21
736,bug736,331,aflplusplus-0-exid21
2766,bug2766,331,aflplusplus-0-exid21
2370,bug2370,372,fairfuzz-0-exid21
164,bug164,372,fairfuzz-0-exid21
2477,bug2477,402,aflplusplus-0-exid21
313,bug313,402,aflplusplus-0-exid21
2789,bug2789,402,aflplusplus-0-exid21
764,bug764,402,aflplusplus-0-exid21
2296,bug2296,403,aflplusplus-0-exid21
57,bug57,403,aflplusplus-0-exid21
2732,bug2732,466,afl-0-exid21
685,bug685,466,afl-0-exid21
