,discovery_id,discovery_time,crash_frames_hash,count
0,888,20,87ddda0ce59711829e57ff9a2ece7a5e,0.05
1,1047,29,87ddda0ce59711829e57ff9a2ece7a5e,0.1
2,973,32,87ddda0ce59711829e57ff9a2ece7a5e,0.15
3,1435,49,9419f91b38edd367d90296ecfee742e2,0.2
4,1985,189,9419f91b38edd367d90296ecfee742e2,0.25
5,2173,294,87ddda0ce59711829e57ff9a2ece7a5e,0.3
6,2145,304,a1b560744ee1ea725f93e162bb5dbfb0,0.35
7,2264,351,87ddda0ce59711829e57ff9a2ece7a5e,0.4
8,2630,382,4094935f26dfd9940c6e8ef55aadaaff,0.45
9,2918,446,d89e5ea71af7c234a501bbc3fbb50212,0.5
10,2919,446,cf8259252433e737ae31d3e894fde531,0.55
11,3216,495,9419f91b38edd367d90296ecfee742e2,0.6
12,2824,496,a1b560744ee1ea725f93e162bb5dbfb0,0.65
13,2202,524,a1b560744ee1ea725f93e162bb5dbfb0,0.7
14,2740,607,cf8259252433e737ae31d3e894fde531,0.75
15,2745,607,d89e5ea71af7c234a501bbc3fbb50212,0.8
16,2762,608,592fca583cd3464b1dd6edc98ed7cca7,0.85
17,3105,625,a1b560744ee1ea725f93e162bb5dbfb0,0.9
18,2442,704,87ddda0ce59711829e57ff9a2ece7a5e,0.95
19,2890,722,87ddda0ce59711829e57ff9a2ece7a5e,1.0
20,2688,735,87ddda0ce59711829e57ff9a2ece7a5e,1.05
21,2568,739,a1b560744ee1ea725f93e162bb5dbfb0,1.1
22,2656,772,cf8259252433e737ae31d3e894fde531,1.15
23,2695,787,e6c4886679978b89805264b2f286fca5,1.2
24,2702,788,592fca583cd3464b1dd6edc98ed7cca7,1.25
25,3175,799,d89e5ea71af7c234a501bbc3fbb50212,1.3
26,2830,820,87ddda0ce59711829e57ff9a2ece7a5e,1.35
27,3575,862,a1b560744ee1ea725f93e162bb5dbfb0,1.4
28,3417,935,4094935f26dfd9940c6e8ef55aadaaff,1.45
29,3083,938,2160b6f64ffa79a39ed40d0f57f41791,1.5
30,3241,940,4094935f26dfd9940c6e8ef55aadaaff,1.55
31,3366,972,d89e5ea71af7c234a501bbc3fbb50212,1.6
32,3066,1081,d89e5ea71af7c234a501bbc3fbb50212,1.65
33,3077,1083,cf8259252433e737ae31d3e894fde531,1.7
34,2797,1100,a1b560744ee1ea725f93e162bb5dbfb0,1.75
35,3823,1148,a1b560744ee1ea725f93e162bb5dbfb0,1.8
36,3300,1193,a1b560744ee1ea725f93e162bb5dbfb0,1.85
