,fuzzer,edges_count,time
0,fuzzer_global,62,0
1,fuzzer_global,73,1
2,fuzzer_global,76,2
3,fuzzer_global,101,3
4,fuzzer_global,105,4
5,fuzzer_global,117,5
6,fuzzer_global,127,6
7,fuzzer_global,129,7
8,fuzzer_global,134,8
9,fuzzer_global,143,9
10,fuzzer_global,151,10
11,fuzzer_global,152,11
12,fuzzer_global,152,12
13,fuzzer_global,159,13
14,fuzzer_global,166,14
15,fuzzer_global,170,15
16,fuzzer_global,174,16
17,fuzzer_global,175,17
18,fuzzer_global,178,18
19,fuzzer_global,180,19
20,fuzzer_global,182,20
21,fuzzer_global,184,21
22,fuzzer_global,184,22
23,fuzzer_global,185,23
24,fuzzer_global,188,24
25,fuzzer_global,190,25
26,fuzzer_global,192,26
27,fuzzer_global,195,27
28,fuzzer_global,199,28
29,fuzzer_global,200,29
30,fuzzer_global,202,30
31,fuzzer_global,203,31
32,fuzzer_global,203,32
33,fuzzer_global,204,33
34,fuzzer_global,204,34
35,fuzzer_global,204,35
36,fuzzer_global,204,36
37,fuzzer_global,205,37
38,fuzzer_global,206,38
39,fuzzer_global,208,39
40,fuzzer_global,214,40
41,fuzzer_global,214,41
42,fuzzer_global,215,42
43,fuzzer_global,215,43
44,fuzzer_global,215,44
45,fuzzer_global,220,45
46,fuzzer_global,220,46
47,fuzzer_global,220,47
48,fuzzer_global,220,48
49,fuzzer_global,220,49
50,fuzzer_global,220,50
51,fuzzer_global,220,51
52,fuzzer_global,220,52
53,fuzzer_global,222,53
54,fuzzer_global,223,54
55,fuzzer_global,224,55
56,fuzzer_global,224,56
57,fuzzer_global,224,57
58,fuzzer_global,224,58
59,fuzzer_global,226,59
60,fuzzer_global,226,60
61,fuzzer_global,227,61
62,fuzzer_global,228,62
63,fuzzer_global,228,63
64,fuzzer_global,228,64
65,fuzzer_global,228,65
66,fuzzer_global,228,66
67,fuzzer_global,229,67
68,fuzzer_global,229,68
69,fuzzer_global,229,69
70,fuzzer_global,229,70
71,fuzzer_global,229,71
72,fuzzer_global,229,72
73,fuzzer_global,230,73
74,fuzzer_global,230,74
75,fuzzer_global,230,75
76,fuzzer_global,230,76
77,fuzzer_global,230,77
78,fuzzer_global,230,78
79,fuzzer_global,230,79
80,fuzzer_global,230,80
81,fuzzer_global,230,81
82,fuzzer_global,230,82
83,fuzzer_global,230,83
84,fuzzer_global,230,84
85,fuzzer_global,230,85
86,fuzzer_global,230,86
87,fuzzer_global,230,87
88,fuzzer_global,230,88
89,fuzzer_global,230,89
90,fuzzer_global,231,90
91,fuzzer_global,231,91
92,fuzzer_global,231,92
93,fuzzer_global,231,93
94,fuzzer_global,233,94
95,fuzzer_global,233,95
96,fuzzer_global,233,96
97,fuzzer_global,233,97
98,fuzzer_global,233,98
99,fuzzer_global,233,99
100,fuzzer_global,233,100
101,fuzzer_global,233,101
102,fuzzer_global,233,102
103,fuzzer_global,233,103
104,fuzzer_global,233,104
105,fuzzer_global,233,105
